id,fonte,tipo,titolo,descrizione,ente_nome,ente_paese,regione,importo_min,importo_max,importo_stimato,valuta,data_pubblicazione,data_scadenza,stato,url_originale,url_pdf,settori,destinatari,cpv_codes
TED-231091-2026,TED,lavori,Italia – Lavori di lastricatura e asfaltatura – PROCEDURA APERTA PER L’APPALTO DEI LAVORI DI RIPRISTINO DI TRATTI STRADALI DI VIA MENTANA. CUP C67H22002500004.,LAVORI DI RIPRISTINO DI TRATTI STRADALI DI VIA MENTANA,"COMUNE DI SIENA - DIREZIONE AFFARI GENERALI E AMMINISTRATIVI- Servizio Stazione Unica Appaltante, Gare e Contratti",ITA,,,,391251.05,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231091-2026,https://ted.europa.eu/it/notice/231091-2026/pdf,costruzioni,aziende,45233222
TED-231125-2026,TED,lavori,Italia – Lavori di costruzione – Casa della Comunità di Bologna Savena S.Stefano - Nuova Costruzione - Pubblicazione variante suppletiva di progetto n. 3,Casa della Comunità di Bologna Savena - Variante suppletiva di progetto n. 3 ex art. 106 co. 1 lett. c) ed e),Azienda USL di Bologna,ITA,,,,,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231125-2026,https://ted.europa.eu/it/notice/231125-2026/pdf,costruzioni,aziende,45000000
TED-231192-2026,TED,appalto_servizi,"Italia – Apparecchiature informatiche e forniture – Affidamento di forniture e servizi connessi per la realizzazione di laboratori didattici innovativi finanziati nell'ambito del Piano Nazionale di Ripresa e Resilienza (PNRR) Missione 4, Componente 1, Investimento 3.2 Scuola 4.0, per l'IIS ""L. Palma"" ITI ITG ""Green Falcone Borsellino"" CUP: I34D24003390006",Laboratorio AI & Infrastrutture Cloud-Native Laboratorio Elettronica e Robotica Laboratorio Elettrotecnica Acri Laboratorio Chimica Cosenza Aula Immersiva Mobile Horizon 360 Laboratorio Immersivo di Realtà Virtuale e Aumentata Smart Experience for Business AI Lab/Turismo Digitale,Centrale Unica di Committenza - Comuni Associati di Acri e Bisignano,ITA,,,,180327.87,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231192-2026,https://ted.europa.eu/it/notice/231192-2026/pdf,,aziende,30200000|30236000|32322000|38000000|39162100
TED-231304-2026,TED,servizi_ambientali,Italia – Servizi di pulizia – SERVIZI DI PULIZIA DELLE SEDI DI UNIONCAMERE,SERVIZI DI PULIZIA DELLE SEDI DI UNIONCAMERE IN ROMA,UNIONCAMERE,ITA,,,,970203.56,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231304-2026,https://ted.europa.eu/it/notice/231304-2026/pdf,ambiente,aziende,90910000
TED-231308-2026,TED,servizi_sanitari,Italia – Vari servizi sanitari – Servizio di presidio sanitario aeroportuale e delle attività di soccorso sanitario in caso di emergenza presso l'Aeroporto internazionale di Catania Fontanarossa.,Servizio di presidio sanitario aeroportuale e delle attività di soccorso sanitario in caso di emergenza presso l'Aeroporto internazionale di Catania Fontanarossa.,S.A.C. Società Aeroporto Catania S.p.A.,ITA,,,,3465000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231308-2026,https://ted.europa.eu/it/notice/231308-2026/pdf,sanità,aziende|enti_sanitari,85140000
TED-231398-2026,TED,appalto_servizi,"Italia – Servizi di vigilanza di edifici – Affidamento servizi integrati di sorveglianza armata e vigilanza non armata, teleradioallarme, videosorveglianza degli immobili del Comune di Altamura","Affidamento servizi integrati di sorveglianza armata e vigilanza non armata, teleradioallarme, videosorveglianza degli immobili del Comune di Altamura",Comune di Altamura,ITA,,,,1910110.29,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231398-2026,https://ted.europa.eu/it/notice/231398-2026/pdf,,aziende,98341140
TED-231409-2026,TED,appalto_servizi,Italia – Servizi di riparazione e manutenzione di generatori – Manutenzione/riparazione gruppi elettrogeni (MEEL07),Scopo del sistema di qualificazione è di costituire un elenco di Imprese qualificate nel Gruppo Merceologico Manutenzione/riparazione gruppi elettrogeni. Ulteriori dettagli sono descritti nel documento Requisiti di Base per la qualificazione delle Imprese nel Gruppo Merceologico Manutenzione/riparazione gruppi elettrogeni (codice gruppo merce MEEL07) consultabile sul portale Global Procurement di Enel.,Enel SpA,ITA,,,,,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231409-2026,https://ted.europa.eu/it/notice/231409-2026/pdf,,aziende,50532300
TED-231446-2026,TED,appalto_servizi,Italia – Servizi di riparazione e manutenzione di gruppi di raffreddamento – SQ. 29 - SISTEMA DI QUALIFICAZIONE PER OPERATORI ECONOMICI CHE PRESTANO SERVIZI DI MANUTENZIONE ORDINARIA AGLI IMPIANTI DI CLIMATIZZAZIONE DELLE INFRASTRUTTURE DELLA METROPOLITANA DI BRESCIA,"ai sensi dell’art. 168 del Decreto Legislativo 31 marzo 2023, n. 36 è istituito un sistema di qualificazione per operatori economici in grado di eseguire il servizio di manutenzione ordinaria agli impianti di climatizzazione delle infrastrutture della metropolitana di Brescia",METRO BRESCIA SOCIETÀ A RESPONSABILITÀ LIMITATA,ITA,,,,,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231446-2026,https://ted.europa.eu/it/notice/231446-2026/pdf,,aziende,50730000
TED-231453-2026,TED,appalto_servizi,"Italia – Parti di ricambio di locomotive o materiale rotabile ferroviari o ferrotranviari; apparecchiature di controllo-comando ferroviario – eGPA 10745 per l'affidamento della fornitura di ricambi per impianti antincendio, suddivisa in 4 lotti","eGPA 10745 - Lotto 1: Valvole, adattatori e dispositivi di sicurezza per l’impianto antincendio eGPA 10745 - Lotto 2: Bombole e moduli bombole per impianto antincendio eGPA 10745 - Lotto 3: Ricambi vari di tipo commerciale per impianti antincendio eGPA 10745 - Lotto 4: Kit dedicati e ricambi per impianti antincendio",Trenitalia S.p.A. Direzione Logistica Industriale Acquisti Tecnici,ITA,,,,1360800.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231453-2026,https://ted.europa.eu/it/notice/231453-2026/pdf,,aziende,34630000
TED-231516-2026,TED,servizi_sanitari,Italia – Servizi sociali – Affidamento del “Servizio Asilo nido e spazio giochi - anno Scolastico 2025/2026_2026/2027” - Comune di Avola (SR).,Affidamento del “Servizio Asilo nido e spazio giochi - anno Scolastico 2025/2026_2026/2027” - Comune di Avola (SR).,Comune di Avola,ITA,,,,1230624.91,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231516-2026,https://ted.europa.eu/it/notice/231516-2026/pdf,sanità,aziende|enti_sanitari,85320000
TED-231527-2026,TED,appalto_servizi,Italia – Servizi di stampa e affini – AOV SUA L 11_2025 – ALTO ADIGE RISCOSSIONI_SERVIZI DI STAMPA E AFFINI,"Procedura di gara sovra soglia europea per l’affidamento dei servizi di acquisizione, elaborazione, stampa ed imbustamento, consegna al service per la postalizzazione, rendicontazione degli esiti di notifica ed ottica relativi ai documenti della Società e invio digitale degli atti tramite PEC",Agenzia per i contratti pubblici – ACP - Stazione unica appaltante Lavori,ITA,Trentino-Alto Adige,,,791293.1,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231527-2026,https://ted.europa.eu/it/notice/231527-2026/pdf,,aziende,79800000
TED-231531-2026,TED,servizi_sanitari,"Italia – Servizi sociali – GARA EUROPEA A PROCEDURA APERTA TELEMATICA PER L'AFFIDAMENTO DELLA GESTIONE DEI SERVIZI DI ASSISTENZA DOMICILIARE, SPORTELLO DI CITTADINANZA E SERVIZIO SOCIALE PROFESSIONALE DA RENDERSI PER LA GESTIONE ASSOCIATA DEI SERVIZI SOCIALI ALASSIO-GARLENDA","GARA EUROPEA A PROCEDURA APERTA TELEMATICA PER L'AFFIDAMENTO DELLA GESTIONE DEI SERVIZI DI ASSISTENZA DOMICILIARE, SPORTELLO DI CITTADINANZA E SERVIZIO SOCIALE PROFESSIONALE DA RENDERSI PER LA GESTIONE ASSOCIATA DEI SERVIZI SOCIALI ALASSIO-GARLENDA",Comune di Alassio,ITA,,,,1048925.59,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231531-2026,https://ted.europa.eu/it/notice/231531-2026/pdf,sanità,aziende|enti_sanitari,85320000
TED-231533-2026,TED,appalto_servizi,Italia – Prodotti alimentari e prodotti secchi vari – Fornitura derrate alimentari A.P.S.P. Giacomo Cis di Ledro,"LOTTO 3 - SALUMI, CARNI FRESCHE E REFRIGERATE, UOVA",Provincia Autonoma di Trento,ITA,,,,167200.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231533-2026,https://ted.europa.eu/it/notice/231533-2026/pdf,,aziende,15100000|15890000
TED-231574-2026,TED,appalto_servizi,Italia – Spettrometri di massa – Spettrometri di massa,"Acquisto di strumentazione analitica (spettrometri di massa e sistemi di cromatografia liquida), generatore di azoto e pc con software, database librerie dedicate",ESTAR - Ente di Supporto Tecnico Amministrativo Regionale,ITA,,,,885245.92,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231574-2026,https://ted.europa.eu/it/notice/231574-2026/pdf,,aziende,38433100
TED-231664-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Evaluation of microbiome-relevant human biomarkers and in vitro models for xenobiotic risk assessment,This open call aims to support the future integration of gut microbiome data into food safety risk assessment of dietary xenobiotics. The project will systematically appraise existing evidence and identify microbiome-relevant biomarkers and respective in vitro models and assess the feasibility of future experimental validation. The outcome will support future regulatory decisions and progress towards microbiome-informed risk assessments.,European Food Safety Authority,ITA,,,,300000.0,EUR,2026-04-02,2026-06-03,attivo,https://ted.europa.eu/it/notice/-/detail/231664-2026,https://ted.europa.eu/it/notice/231664-2026/pdf,ricerca,aziende|centri_ricerca|universita,73000000
TED-231690-2026,TED,appalto_servizi,"Italia – Servizi speciali di trasporto passeggeri su strada – COMUNE DI FELINO: PROCEDURA APERTA PER L’AFFIDAMENTO DEL SERVIZIO DI TRASPORTO SCOLASTICO PER GLI ANNI SCOLASTICI 2025/2026 (PERIODO 8 APRILE- 31 LUGLIO 2026), 2026/2027, 2027/2028, 2028/2029 CON POSS",traporto scolastico,UNIONE PEDEMONTANA PARMENSE,ITA,,,,1917032.1,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231690-2026,https://ted.europa.eu/it/notice/231690-2026/pdf,,aziende,60130000
TED-231699-2026,TED,appalto_servizi,Italia – Servizi assicurativi – Procedura aperta per l'affidamento del servizio di copertura assicurativa dei rischi di responsabilità civile verso terzi e verso prestatori d'opera,Procedura aperta ex art. 71 del D. Lgs 36/2023 finalizzata all'affidamento del servizio di copertura assicurativa dei rischi di responsabilità civile verso terzi e verso prestatori d'opera del Comune di Crema,Comune di Crema,ITA,,,,720000.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231699-2026,https://ted.europa.eu/it/notice/231699-2026/pdf,,aziende,66510000
TED-231704-2026,TED,dispositivi_medici,Italia – Soluzioni infusionali – ARIA_2024_032_ - Procedura aperta multilotto ai sensi dell’art. 71 del D.Lgs. n. 36/2023 per la fornitura di soluzioni infusionali e servizi connessi,"Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 1.000 ml Plastica FL Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 1.000 ml Vetro FL Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 1.000 ml Sacca in plastica per infusione Sacca Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 1.000 ml Specifica sacca con accesso a due vie a sistema chiuso su supporto rigido, trilaminare, involucro sterile per sale operatoria, che assicura la somministrazione dei farmaci oncologici lasciando un volume residuo minimo senza PVC Sacca Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 100 ml Plastica FL Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 100 ml Vetro FL Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 10 ml Plastica F Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 2.000 ml Sacca in plastica per infusione Sacca Acqua per preparazione iniettabile SOLVENTE USO PARENTERALE 20 ml Vetro F Acqua per preparaz",Azienda Regionale Centrale Acquisti,ITA,,,,12500818.2,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231704-2026,https://ted.europa.eu/it/notice/231704-2026/pdf,medicale,aziende,33692100
TED-231729-2026,TED,servizi_sanitari,Italia – Servizi ospedalieri e affini – PPP_reingegnerizzazione dei processi e dell’erogazione di servizi per la gestione e tracciabilità dei dispositivi medici monouso e impiantabile da realizzarsi presso l’AOU BO e AUL BO,reingegnerizzazione dei processi e l’erogazione di servizi per la gestione e tracciabilità dei dispositivi medici monouso e impiantabile da realizzarsi presso AOU BO e AUSL BO,AZIENDA USL DI BOLOGNA,ITA,,,,47831136.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231729-2026,https://ted.europa.eu/it/notice/231729-2026/pdf,sanità,aziende|enti_sanitari,85110000
TED-231815-2026,TED,servizi_sanitari,Italia – Servizi di assistenza sociale – Servizio di gestione e attuazione del progetto SAI per minori stranieri non accompagnati n. 1905 PR03.,Servizio di gestione e attuazione del progetto SAI per minori stranieri non accompagnati n. 1905 PR03,Comune di Ragusa,ITA,,,,858574.38,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231815-2026,https://ted.europa.eu/it/notice/231815-2026/pdf,sanità,aziende|enti_sanitari,85310000
TED-231817-2026,TED,servizi_sanitari,"Italia – Servizi forniti da centri diurni per bambini – S.U.A. per il Comune di Loro Piceno. Procedura aperta accelerata di rilevanza comunitaria per l'affidamento del servizio di gestione dell'asilo nido comunale ""G. Mori"".","S.U.A. per il Comune di Loro Piceno. Procedura aperta accelerata di rilevanza comunitaria per l'affidamento del servizio di gestione dell'asilo nido comunale ""G. Mori"".",Provincia di Macerata,ITA,,,,1014980.24,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231817-2026,https://ted.europa.eu/it/notice/231817-2026/pdf,sanità,aziende|enti_sanitari,85312110
TED-231837-2026,TED,appalto_servizi,"Italia – Apparecchi di prova e controllo – Avviso esplorativo per verifica unicità del fornitore per una procedura negoziata senza pubblicazione di un bando ex art. 76, c. 2, l. b), p. 2, del D. lgs. 36/2023 per la fornitura di una apparecchiatura scientifica per la deposizione (sputtering) di film sottili metallici e isolanti comprensivo di installazione e resa operativa per il Dipartimento di Fisica","Descrizione: L'Università di Pisa ha la necessità di acquistare la fornitura di una apparecchiatura scientifica per la deposizione (sputtering) di film sottili metallici e isolanti comprensivo di installazione e resa operativa per il Dipartimento di Fisica CUI F80003670504202500009, CPV 385000000 e CUP I53C24003160001;",Università di Pisa,ITA,,,,418000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/231837-2026,https://ted.europa.eu/it/notice/231837-2026/pdf,,aziende,38500000
TED-231854-2026,TED,dispositivi_medici,Italia – Laser medico per usi diversi dalla chirurgia – FORNITURA DI 4 SISTEMI LASER CHIRURGICI PER APPLICAZIONI IN CAMPO PROCTOLOGICO,LASER CHIRURGICI PER APPLICAZIONI IN CAMPO PROCTOLOGICO,AZIENDA USL DELLA ROMAGNA,ITA,,,,1105850.01,EUR,2026-04-02,2026-04-30,scaduto,https://ted.europa.eu/it/notice/-/detail/231854-2026,https://ted.europa.eu/it/notice/231854-2026/pdf,medicale,aziende,33128000
TED-231903-2026,TED,servizi_ambientali,"Italia – Servizi di pulizia – Servizio pulizie in conformità ai CAM presso APSP ""Giacomo Cis"" di Ledro (TN)","Servizio pulizia in conformità ai CAM della APSP ""Giacomo Cis"" di Ledro (TN)",Provincia Autonoma di Trento,ITA,,,,967755.74,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/231903-2026,https://ted.europa.eu/it/notice/231903-2026/pdf,ambiente,aziende,90910000
TED-232000-2026,TED,appalto_servizi,"Italia – Servizi di movimentazione, magazzinaggio e servizi affini – Servizio di esternalizzazione di diverse attività logistiche per l’Azienda Sanitaria dell’Alto Adige per il periodo di 3 anni",Gestione delle operazioni di un magazzino da svolgersi presso un magazzino esternalizzato e attività di distribuzione verso centri dell'Azienda sanitaria,Azienda Sanitaria dell’Alto Adige - Ripartizione acquisti,ITA,Trentino-Alto Adige,,,2411078.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/232000-2026,https://ted.europa.eu/it/notice/232000-2026/pdf,,aziende,63100000
TED-232066-2026,TED,appalto_servizi,Italia – Quadri a media tensione – Quadri MT per cabine primarie (FEQE24),Scopo del sistema di qualificazione è di costituire un elenco di Imprese qualificate nel Gruppo Merceologico Quadri MT per cabine primarie. Ulteriori dettagli sono descritti nel documento Requisiti di Base per la qualificazione delle Imprese nel Gruppo Merceologico Quadri MT per cabine primarie (codice gruppo merce FEQE24) consultabile sul portale Global Procurement di Enel.,Enel SpA,ITA,,,,,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/232066-2026,https://ted.europa.eu/it/notice/232066-2026/pdf,,aziende,31214520
TED-232097-2026,TED,appalto_servizi,Italia – Trasformatori di distribuzione – PROCEDURA APERTA SOPRA LA SOGLIA EUROPEA PER LA FORNITURA CON POSA DI FORNITURA CON POSA DI TRASFORMATORI AT/MT – 2 LOTTI,10041061 Fornitura con posa trasformatori destinati alla SE P.te Resia - lotto 1 10041061 Fornitura con posa trasformatori destinati alla SE P.te Resia - lotto 2,EDYNA SRL,ITA,,,,3000000.0,EUR,2026-04-02,2026-04-14,scaduto,https://ted.europa.eu/it/notice/-/detail/232097-2026,https://ted.europa.eu/it/notice/232097-2026/pdf,,aziende,31213200
TED-232135-2026,TED,servizi_ambientali,Italia – Servizi di trasporto di rifiuti – Servizio di raccolta e trasporto indumenti inclusa la manutenzione ordinaria dei contenitori,Servizio di raccolta e trasporto indumenti inclusa la manutenzione ordinaria dei contenitori,Contarina S.p.A.,ITA,,,,985080.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/232135-2026,https://ted.europa.eu/it/notice/232135-2026/pdf,ambiente,aziende,90512000
TED-232170-2026,TED,servizi_sanitari,Italia – Servizi di assistenza sociale per disabili – SVOLGIMENTO PROCEDURA DI GARA EUROPEA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO CON UNICO OPERATORE ECONOMICO PER LA GESTIONE DEL SERVIZIO TRASPORTO RIVOLTO A PERSONE CON RIDOTTA O IMPEDITA CAPACITA MOTORIA,SVOLGIMENTO PROCEDURA DI GARA EUROPEA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO CON UNICO OPERATORE ECONOMICO PER LA GESTIONE DEL SERVIZIO TRASPORTO RIVOLTO A PERSONE CON RIDOTTA O IMPEDITA CAPACITA MOTORIA,Servizio Politiche Socio-Assistenziali e Coordinamento ATS11,ITA,,,,1317301.44,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/232170-2026,https://ted.europa.eu/it/notice/232170-2026/pdf,sanità,aziende|enti_sanitari,85311200
TED-232173-2026,TED,servizi_it,"Italia – Servizi di gestione documenti – AFFIDAMENTO DEL SERVIZIO DI GESTIONE DELLE FASI DI DATA ENTRY, STAMPA, NOTIFICAZIONE E RENDICONTAZIONE DEI VERBALI DI ACCERTAMENTO PER ILLECITI AMMINISTRATIVI DI COMPETENZA DEL COMANDO P.L. DI GROSSETO","GARA EUROPEA A PROCEDURA APERTA AI SENSI DELL’ART. 71 D. LGS. N. 36/2023 PER L’AFFIDAMENTO DEL SERVIZIO DI GESTIONE DELLE FASI DI DATA ENTRY, STAMPA, NOTIFICAZIONE E RENDICONTAZIONE DEI VERBALI DI ACCERTAMENTO PER ILLECITI AMMINISTRATIVI DI COMPETENZA DEL COMANDO P.L. DI GROSSETO","COMUNE DI GROSSETO - Settore Polizia Municipale e Sicurezza - Servizio Comando – Servizio Polizia stradale, sicurezza e mobilità – Servizio Protezione Civile – Servizio Mobilità, traffico e TPL – Servizio Ciclo dei rifiuti",ITA,,,,2053270.0,EUR,2026-04-02,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/232173-2026,https://ted.europa.eu/it/notice/232173-2026/pdf,tecnologia,aziende|software_house,72512000
TED-232195-2026,TED,appalto_servizi,"Italia – Servizi di assicurazione di proprietà – CG-2026-01 Affidamento di servizi triennali di copertura assicurativa "" All Risks e RCT fabbricati"" e “RCT/O” dell'Azienda per il periodo 30.6.2026-30.6.2029",CG-2026-01b Lotto 1 Polizza All Risks + RCT fabbricati dell'Ater di Pordenone CG-2026-01c Lotto 2 Polizza RCT/O patrimonio dell'Ater di Pordenone,Azienda Territoriale per l'Edilizia Residenziale di Pordenone,ITA,,,,3201000.0,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/232195-2026,https://ted.europa.eu/it/notice/232195-2026/pdf,,aziende,66515200|66516000
TED-232219-2026,TED,appalto_servizi,Italia – Servizi di riparazione e manutenzione di mobili – Manutenzione Arredi 2026-7-8,MANUTENZIONE AGLI ARREDI SANITARI E NON,AZIENDA USL DELLA ROMAGNA,ITA,,,,1734000.0,EUR,2026-04-02,2026-04-21,scaduto,https://ted.europa.eu/it/notice/-/detail/232219-2026,https://ted.europa.eu/it/notice/232219-2026/pdf,,aziende,50850000
TED-232234-2026,TED,appalto_servizi,Italia – Pali – Pali c.a.c. (FESO16),Scopo del sistema di qualificazione è di costituire un elenco di Imprese qualificate nel Gruppo Merceologico Paoli c.a.c.. Ulteriori dettagli sono descritti nel documento Requisiti di Base per la qualificazione delle Imprese nel Gruppo Merceologico Pali c.a.c.(codice gruppo merce FESO16) consultabile sul portale Global Procurement di Enel.,Enel SpA,ITA,,,,,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/232234-2026,https://ted.europa.eu/it/notice/232234-2026/pdf,,aziende,44212225
TED-232262-2026,TED,dispositivi_medici,Italia – Sistemi diagnostici – Procedura aperta per l’affidamento della fornitura in service di sistemi analitici per FIT (Faecal Immunochemical Testing) 4,Fornitura in service di sistemi analitici per FIT (Faecal Immunochemical Testing),INTERCENT-ER AGENZIA REGIONALE DI SVILUPPO DEI MERCATI TELEMATICI,ITA,,,,4604760.0,EUR,2026-04-02,2026-05-22,attivo,https://ted.europa.eu/it/notice/-/detail/232262-2026,https://ted.europa.eu/it/notice/232262-2026/pdf,medicale,aziende,33124110
TED-232279-2026,TED,servizi_professionali,Italia – Servizi architettonici e servizi affini – FSC 2014-2020. CONTRATTO ISTITUZIONALE DI SVILUPPO VESUVIO - POMPEI – NAPOLI. Procedura aperta telematica ai sensi dell’art. 71 d.lgs. n. 36/2023 e s.m.i. per l’affidamento dei servizi di ingegneria e architettura relativi alla progettazione di fattibilità tecnica ed economica (PFTE) per l’intervento di restauro e valorizzazione del sito storico del Complesso Medievale di Pino a Pimonte.,FSC 2014-2020. CONTRATTO ISTITUZIONALE DI SVILUPPO VESUVIO - POMPEI – NAPOLI. Procedura aperta telematica ai sensi dell’art. 71 d.lgs. n. 36/2023 e s.m.i. per l’affidamento dei servizi di ingegneria e architettura di progettazione di fattibilità tecnica ed economica (PFTE) da porre a base di gara per l’appalto integrato dei lavori di restauro e valorizzazione del sito storico del Complesso Medievale di Pino a Pimonte.,Comune di Pimonte,ITA,,,,238123.9,EUR,2026-04-02,,attivo,https://ted.europa.eu/it/notice/-/detail/232279-2026,https://ted.europa.eu/it/notice/232279-2026/pdf,ingegneria,aziende,71200000
